UUID        = 34bd1d96-98cf-4da9-a0d7-694940a2555b
     17295107     ECG4   1659 
     17295108     ECG4   1659 
     17295109     ECG4   1659 
     17295110     ECG4   1659 
     17295111     ECG4   1659 
     17295112     ECG4   1659 
     17295113     ECG4   1659 
     17295114     ECG4   1659 
     17295115     ECG4   1659 
     17295116     ECG4   1659 
     17295117     ECG4   1659 
     17295118     ECG4   1659 
     17295119     ECG4   1659 
     17295120     ECG4   1659 
     17295121     ECG4   1659 
     17295122     ECG4   1659 
     17295123     ECG4   1659 
     17295124     ECG4   1659 
     17295125     ECG4   1659 
     17295126     ECG4   1659 
     17295127     ECG1   3767 
     17295128     ECG1   3767 
     17295129     ECG1   3767 
     17295130     ECG1   3767 
     17295131     ECG1   3767 
     17295132     ECG1   3767 
     17295133     ECG1   3767 
     17295134     ECG1   3767 
     17295135     ECG1   3767 
     17295136     ECG1   3767 
     17295137     ECG1   3767 
     17295138     ECG1   3767 
     17295139     ECG1   3767 
     17295140     ECG1   3767 
     17295141     ECG1   3767 
     17295142     ECG1   3767 
     17295143     ECG1   3767 
     17295144     ECG1   3767 
     17295145     ECG1   3767 
     17295146     ECG1   3767 
     17295147     ECG1   3767 
     17295148     ECG1   3767 
     17295149     ECG1   3767 
     17295150     ECG1   3767 
     17295151     ECG1   3767 
     17295152     ECG1   3767 
     17295153     ECG1   3767 
     17295154     ECG1   3767 
     17295155     ECG1   3767 
     17295156     ECG1   3767 
     17295157     ECG1   3767 
     17295158     ECG1   3767 
     17295159     ECG1   3767 
     17295160     ECG1   3767 
     17295161     ECG1   3767 
     17295162     ECG1   3767 
     17295163     ECG1   3767 
     17295164     ECG1   3767 
     17295165     ECG1   3767 
     17295166     ECG1   3767 
     17295127     ECG2    205 
     17295128     ECG2    205 
     17295129     ECG2    205 
     17295130     ECG2    205 
     17295131     ECG2    205 
     17295132     ECG2    205 
     17295133     ECG2    205 
     17295134     ECG2    205 
     17295135     ECG2    205 
     17295136     ECG2    205 
     17295137     ECG2    205 
     17295138     ECG2    205 
     17295139     ECG2    205 
     17295140     ECG2    205 
     17295141     ECG2    205 
     17295142     ECG2    205 
     17295143     ECG2    205 
     17295144     ECG2    205 
     17295145     ECG2    205 
     17295146     ECG2    205 
     17295147     ECG2    205 
     17295148     ECG2    205 
     17295149     ECG2    205 
     17295150     ECG2    205 
     17295151     ECG2    205 
     17295152     ECG2    205 
     17295153     ECG2    205 
     17295154     ECG2    205 
     17295155     ECG2    205 
     17295156     ECG2    205 
     17295157     ECG2    205 
     17295158     ECG2    205 
     17295159     ECG2    205 
     17295160     ECG2    205 
     17295161     ECG2    205 
     17295162     ECG2    205 
     17295163     ECG2    205 
     17295164     ECG2    205 
     17295165     ECG2    205 
     17295166     ECG2    205 
     17295127     ECG3   3759 
     17295128     ECG3   3759 
     17295129     ECG3   3759 
     17295130     ECG3   3759 
     17295131     ECG3   3759 
     17295132     ECG3   3759 
     17295133     ECG3   3759 
     17295134     ECG3   3759 
     17295135     ECG3   3759 
     17295136     ECG3   3759 
     17295137     ECG3   3759 
     17295138     ECG3   3759 
     17295139     ECG3   3759 
     17295140     ECG3   3759 
     17295141     ECG3   3759 
     17295142     ECG3   3759 
     17295143     ECG3   3759 
     17295144     ECG3   3759 
     17295145     ECG3   3759 
     17295146     ECG3   3759 
     17295147     ECG3   3759 
     17295148     ECG3   3759 
     17295149     ECG3   3759 
     17295150     ECG3   3759 
     17295151     ECG3   3759 
     17295152     ECG3   3759 
     17295153     ECG3   3759 
     17295154     ECG3   3759 
     17295155     ECG3   3759 
     17295156     ECG3   3759 
     17295157     ECG3   3759 
     17295158     ECG3   3759 
     17295159     ECG3   3759 
     17295160     ECG3   3759 
     17295161     ECG3   3759 
     17295162     ECG3   3759 
     17295163     ECG3   3759 
     17295164     ECG3   3759 
     17295165     ECG3   3759 
     17295166     ECG3   3759 
     17295127     ECG4   1659 
     17295128     ECG4   1659 
     17295129     ECG4   1659 
     17295130     ECG4   1659 
     17295131     ECG4   1659 
     17295132     ECG4   1659 
     17295133     ECG4   1659 
     17295134     ECG4   1659 
     17295135     ECG4   1659 
     17295136     ECG4   1659 
     17295137     ECG4   1659 
     17295138     ECG4   1659 
     17295139     ECG4   1659 
     17295140     ECG4   1659 
     17295141     ECG4   1659 
     17295142     ECG4   1659 
     17295143     ECG4   1659 
     17295144     ECG4   1659 
     17295145     ECG4   1659 
     17295146     ECG4   1659 
     17295147     ECG4   1659 
     17295148     ECG4   1659 
     17295149     ECG4   1659 
     17295150     ECG4   1659 
     17295151     ECG4   1659 
     17295152     ECG4   1659 
     17295153     ECG4   1659 
     17295154     ECG4   1659 
     17295155     ECG4   1659 
     17295156     ECG4   1659 
     17295157     ECG4   1659 
     17295158     ECG4   1659 
     17295159     ECG4   1659 
     17295160     ECG4   1659 
     17295161     ECG4   1659 
     17295162     ECG4   1659 
     17295163     ECG4   1659 
     17295164     ECG4   1659 
     17295165     ECG4   1659 
     17295166     ECG4   1659 
     17295167     ECG1   3767 
     17295168     ECG1   3767 
     17295169     ECG1   3767 
     17295170     ECG1   3767 
     17295171     ECG1   3767 
     17295172     ECG1   3767 
     17295173     ECG1   3767 
     17295174     ECG1   3767 
     17295175     ECG1   3767 
     17295176     ECG1   3767 
     17295177     ECG1   3767 
     17295178     ECG1   3767 
     17295179     ECG1   3767 
     17295180     ECG1   3767 
     17295181     ECG1   3767  PULS_TRIGGER
     17295182     ECG1   3767 
     17295183     ECG1   3767 
     17295184     ECG1   3767 
     17295185     ECG1   3767 
     17295186     ECG1   3767 
     17295187     ECG1   3767 
     17295188     ECG1   3767 
     17295189     ECG1   3767 
     17295190     ECG1   3767 
     17295191     ECG1   3767 
     17295192     ECG1   3767 
     17295193     ECG1   3767 
     17295194     ECG1   3767 
     17295195     ECG1   3767 
     17295196     ECG1   3767 
     17295197     ECG1   3767 
     17295198     ECG1   3767 
     17295199     ECG1   3767 
     17295200     ECG1   3767 
     17295201     ECG1   3767 
     17295202     ECG1   3767 
     17295203     ECG1   3767 
     17295204     ECG1   3767 
     17295205     ECG1   3767 
     17295206     ECG1   3767 
     17295167     ECG2    205 
     17295168     ECG2    205 
     17295169     ECG2    205 
     17295170     ECG2    205 
     17295171     ECG2    205 
     17295172     ECG2    205 
     17295173     ECG2    205 
     17295174     ECG2    205 
     17295175     ECG2    205 
     17295176     ECG2    205 
     17295177     ECG2    205 
     17295178     ECG2    205 
     17295179     ECG2    205 
     17295180     ECG2    205 
     17295181     ECG2    205  PULS_TRIGGER
     17295182     ECG2    205 
     17295183     ECG2    205 
     17295184     ECG2    205 
     17295185     ECG2    205 
     17295186     ECG2    205 
     17295187     ECG2    205 
     17295188     ECG2    205 
     17295189     ECG2    205 
     17295190     ECG2    205 
     17295191     ECG2    205 
     17295192     ECG2    205 
     17295193     ECG2    205 
     17295194     ECG2    205 
     17295195     ECG2    205 
     17295196     ECG2    205 
     17295197     ECG2    205 
     17295198     ECG2    205 
     17295199     ECG2    205 
     17295200     ECG2    205 
     17295201     ECG2    205 
     17295202     ECG2    205 
     17295203     ECG2    205 
     17295204     ECG2    205 
     17295205     ECG2    205 
     17295206     ECG2    205 
     17295167     ECG3   3759 
     17295168     ECG3   3759 
     17295169     ECG3   3759 
     17295170     ECG3   3759 
     17295171     ECG3   3759 
     17295172     ECG3   3759 
     17295173     ECG3   3759 
     17295174     ECG3   3759 
     17295175     ECG3   3759 
     17295176     ECG3   3759 
     17295177     ECG3   3759 
     17295178     ECG3   3759 
     17295179     ECG3   3759 
     17295180     ECG3   3759 
     17295181     ECG3   3759  PULS_TRIGGER
     17295182     ECG3   3759 
     17295183     ECG3   3759 
     17295184     ECG3   3759 
     17295185     ECG3   3759 
     17295186     ECG3   3759 
     17295187     ECG3   3759 
     17295188     ECG3   3759 
     17295189     ECG3   3759 
     17295190     ECG3   3759 
     17295191     ECG3   3759 
     17295192     ECG3   3759 
     17295193     ECG3   3759 
     17295194     ECG3   3759 
     17295195     ECG3   3759 
     17295196     ECG3   3759 
     17295197     ECG3   3759 
     17295198     ECG3   3759 
     17295199     ECG3   3759 
     17295200     ECG3   3759 
     17295201     ECG3   3759 
     17295202     ECG3   3759 
     17295203     ECG3   3759 
     17295204     ECG3   3759 
     17295205     ECG3   3759 
     17295206     ECG3   3759 
     17295167     ECG4   1659 
     17295168     ECG4   1659 
     17295169     ECG4   1659 
     17295170     ECG4   1659 
     17295171     ECG4   1659 
     17295172     ECG4   1659 
     17295173     ECG4   1659 
     17295174     ECG4   1659 
     17295175     ECG4   1659 
     17295176     ECG4   1659 
     17295177     ECG4   1659 
     17295178     ECG4   1659 
     17295179     ECG4   1659 
     17295180     ECG4   1659 
     17295181     ECG4   1659  PULS_TRIGGER
     17295182     ECG4   1659 
     17295183     ECG4   1659 
     17295184     ECG4   1659 
     17295185     ECG4   1659 
     17295186     ECG4   1659 
     17295187     ECG4   1659 
     17295188     ECG4   1659 
     17295189     ECG4   1659 
     17295190     ECG4   1659 
     17295191     ECG4   1659 
     17295192     ECG4   1659 
     17295193     ECG4   1659 
     17295194     ECG4   1659 
     17295195     ECG4   1659 
     17295196     ECG4   1659 
     17295197     ECG4   1659 
     17295198     ECG4   1659 
     17295199     ECG4   1659 
     17295200     ECG4   1659 
     17295201     ECG4   1659 
     17295202     ECG4   1659 
     17295203     ECG4   1659 
     17295204     ECG4   1659 
     17295205     ECG4   1659 
     17295206     ECG4   1659 
     17295207     ECG1   3767 
     17295208     ECG1   3767 
     17295209     ECG1   3767 
     17295210     ECG1   3767 
     17295211     ECG1   3767 
     17295212     ECG1   3767 
     17295213     ECG1   3767 
     17295214     ECG1   3767 
     17295215     ECG1   3767 
     17295216     ECG1   3767 
     17295217     ECG1   3767 
     17295218     ECG1   3767 
     17295219     ECG1   3767 
     17295220     ECG1   3767 
     17295221     ECG1   3767 
     17295222     ECG1   3767 
     17295223     ECG1   3767 
     17295224     ECG1   3767 
     17295225     ECG1   3767 
     17295226     ECG1   3767 
     17295227     ECG1   3767 
     17295228     ECG1   3767 
     17295229     ECG1   3767 
     17295230     ECG1   3767 
     17295231     ECG1   3767 
     17295232     ECG1   3767 
     17295233     ECG1   3767 
     17295234     ECG1   3767 
     17295235     ECG1   3767 
     17295236     ECG1   3767 
     17295237     ECG1   3767 
     17295238     ECG1   3767 
     17295239     ECG1   3767 
     17295240     ECG1   3767 
     17295241     ECG1   3767 
     17295242     ECG1   3767 
     17295243     ECG1   3767 
     17295244     ECG1   3767 
     17295245     ECG1   3767 
     17295246     ECG1   3767 
     17295207     ECG2    205 
     17295208     ECG2    205 
     17295209     ECG2    205 
     17295210     ECG2    205 
     17295211     ECG2    205 
     17295212     ECG2    205 
     17295213     ECG2    205 
     17295214     ECG2    205 
     17295215     ECG2    205 
     17295216     ECG2    205 
     17295217     ECG2    205 
     17295218     ECG2    205 
     17295219     ECG2    205 
     17295220     ECG2    205 
     17295221     ECG2    205 
     17295222     ECG2    205 
     17295223     ECG2    205 
     17295224     ECG2    205 
     17295225     ECG2    205 
     17295226     ECG2    205 
     17295227     ECG2    205 
     17295228     ECG2    205 
     17295229     ECG2    205 
     17295230     ECG2    205 
     17295231     ECG2    205 
     17295232     ECG2    205 
     17295233     ECG2    205 
     17295234     ECG2    205 
     17295235     ECG2    205 
     17295236     ECG2    205 
     17295237     ECG2    205 
     17295238     ECG2    205 
     17295239     ECG2    205 
     17295240     ECG2    205 
     17295241     ECG2    205 
     17295242     ECG2    205 
     17295243     ECG2    205 
     17295244     ECG2    205 
     17295245     ECG2    205 
     17295246     ECG2    205 
     17295207     ECG3   3759 
     17295208     ECG3   3759 
     17295209     ECG3   3759 
     17295210     ECG3   3759 
     17295211     ECG3   3759 
     17295212     ECG3   3759 
     17295213     ECG3   3759 
     17295214     ECG3   3759 
     17295215     ECG3   3759 
     17295216     ECG3   3759 
     17295217     ECG3   3759 
     17295218     ECG3   3759 
     17295219     ECG3   3759 
     17295220     ECG3   3759 
     17295221     ECG3   3759 
     17295222     ECG3   3759 
     17295223     ECG3   3759 
     17295224     ECG3   3759 
     17295225     ECG3   3759 
     17295226     ECG3   3759 
     17295227     ECG3   3759 
     17295228     ECG3   3759 
     17295229     ECG3   3759 
     17295230     ECG3   3759 
     17295231     ECG3   3759 
     17295232     ECG3   3759 
     17295233     ECG3   3759 
     17295234     ECG3   3759 
     17295235     ECG3   3759 
     17295236     ECG3   3759 
     17295237     ECG3   3759 
     17295238     ECG3   3759 
     17295239     ECG3   3759 
     17295240     ECG3   3759 
     17295241     ECG3   3759 
     17295242     ECG3   3759 
     17295243     ECG3   3759 
     17295244     ECG3   3759 
     17295245     ECG3   3759 
     17295246     ECG3   3759 
     17295207     ECG4   1659 
     17295208     ECG4   1659 
     17295209     ECG4   1659 
     17295210     ECG4   1659 
     17295211     ECG4   1659 
     17295212     ECG4   1659 
     17295213     ECG4   1659 
     17295214     ECG4   1659 
     17295215     ECG4   1659 
     17295216     ECG4   1659 
     17295217     ECG4   1659 
     17295218     ECG4   1659 
     17295219     ECG4   1659 
     17295220     ECG4   1659 
     17295221     ECG4   1659 
     17295222     ECG4   1659 
     17295223     ECG4   1659 
     17295224     ECG4   1659 
     17295225     ECG4   1659 
     17295226     ECG4   1659 
     17295227     ECG4   1659 
     17295228     ECG4   1659 
     17295229     ECG4   1659 
     17295230     ECG4   1659 
     17295231     ECG4   1659 
     17295232     ECG4   1659 
     17295233     ECG4   1659 
     17295234     ECG4   1659 
     17295235     ECG4   1659 
     17295236     ECG4   1659 
     17295237     ECG4   1659 
     17295238     ECG4   1659 
     17295239     ECG4   1659 
     17295240     ECG4   1659 
     17295241     ECG4   1659 
     17295242     ECG4   1659 
     17295243     ECG4   1659 
     17295244     ECG4   1659 
     17295245     ECG4   1659 
     17295246     ECG4   1659 
     17295247     ECG1   3767 
     17295248     ECG1   3767 
     17295249     ECG1   3767 
     17295250     ECG1   3767 
     17295251     ECG1   3767 
     17295252     ECG1   3767 
     17295253     ECG1   3767 
     17295254     ECG1   3767 
     17295255     ECG1   3767 
     17295256     ECG1   3767 
     17295257     ECG1   3767 
     17295258     ECG1   3767 
     17295259     ECG1   3767 
     17295260     ECG1   3767 
     17295261     ECG1   3767 
     17295262     ECG1   3767 
     17295263     ECG1   3767 
     17295264     ECG1   3767 
     17295265     ECG1   3767 
     17295266     ECG1   3767 
     17295267     ECG1   3767 
     17295268     ECG1   3767 
     17295269     ECG1   3767 
     17295270     ECG1   3767 
     17295271     ECG1   3767 
     17295272     ECG1   3767 
     17295273     ECG1   3767 
     17295274     ECG1   3767 
     17295275     ECG1   3767 
     17295276     ECG1   3767 
     17295277     ECG1   3767 
     17295278     ECG1   3767 
     17295279     ECG1   3767 
     17295280     ECG1   3767 
     17295281     ECG1   3767 
     17295282     ECG1   3767 
     17295283     ECG1   3767 
     17295284     ECG1   3767 
     17295285     ECG1   3767 
     17295286     ECG1   3767 
     17295247     ECG2    205 
     17295248     ECG2    205 
     17295249     ECG2    205 
     17295250     ECG2    205 
     17295251     ECG2    205 
     17295252     ECG2    205 
     17295253     ECG2    205 
     17295254     ECG2    205 
     17295255     ECG2    205 
     17295256     ECG2    205 
     17295257     ECG2    205 
     17295258     ECG2    205 
     17295259     ECG2    205 
     17295260     ECG2    205 
     17295261     ECG2    205 
     17295262     ECG2    205 
     17295263     ECG2    205 
     17295264     ECG2    205 
     17295265     ECG2    205 
     17295266     ECG2    205 
     17295267     ECG2    205 
     17295268     ECG2    205 
     17295269     ECG2    205 
     17295270     ECG2    205 
     17295271     ECG2    205 
     17295272     ECG2    205 
     17295273     ECG2    205 
     17295274     ECG2    205 
     17295275     ECG2    205 
     17295276     ECG2    205 
     17295277     ECG2    205 
     17295278     ECG2    205 
     17295279     ECG2    205 
     17295280     ECG2    205 
     17295281     ECG2    205 
     17295282     ECG2    205 
     17295283     ECG2    205 
     17295284     ECG2    205 
     17295285     ECG2    205 
     17295286     ECG2    205 
     17295247     ECG3   3759 
     17295248     ECG3   3759 
     17295249     ECG3   3759 
     17295250     ECG3   3759 
     17295251     ECG3   3759 
     17295252     ECG3   3759 
     17295253     ECG3   3759 
     17295254     ECG3   3759 
     17295255     ECG3   3759 
     17295256     ECG3   3759 
     17295257     ECG3   3759 
     17295258     ECG3   3759 
     17295259     ECG3   3759 
     17295260     ECG3   3759 
     17295261     ECG3   3759 
     17295262     ECG3   3759 
     17295263     ECG3   3759 
     17295264     ECG3   3759 
     17295265     ECG3   3759 
     17295266     ECG3   3759 
     17295267     ECG3   3759 
     17295268     ECG3   3759 
     17295269     ECG3   3759 
     17295270     ECG3   3759 
     17295271     ECG3   3759 
     17295272     ECG3   3759 
     17295273     ECG3   3759 
     17295274     ECG3   3759 
     17295275     ECG3   3759 
     17295276     ECG3   3759 
     17295277     ECG3   3759 
     17295278     ECG3   3759 
     17295279     ECG3   3759 
     17295280     ECG3   3759 
     17295281     ECG3   3759 
     17295282     ECG3   3759 
     17295283     ECG3   3759 
     17295284     ECG3   3759 
     17295285     ECG3   3759 
     17295286     ECG3   3759 
     17295247     ECG4   1659 
     17295248     ECG4   1659 
     17295249     ECG4   1659 
     17295250     ECG4   1659 
     17295251     ECG4   1659 
     17295252     ECG4   1659 
     17295253     ECG4   1659 
     17295254     ECG4   1659 
     17295255     ECG4   1659 
     17295256     ECG4   1659 
     17295257     ECG4   1659 
     17295258     ECG4   1659 
     17295259     ECG4   1659 
     17295260     ECG4   1659 
     17295261     ECG4   1659 
     17295262     ECG4   1659 
     17295263     ECG4   1659 
     17295264     ECG4   1659 
     17295265     ECG4   1659 
     17295266     ECG4   1659 
     17295267     ECG4   1659 
     17295268     ECG4   1659 
     17295269     ECG4   1659 
     17295270     ECG4   1659 
     17295271     ECG4   1659 
     17295272     ECG4   1659 
     17295273     ECG4   1659 
     17295274     ECG4   1659 
     17295275     ECG4   1659 
     17295276     ECG4   1659 
     17295277     ECG4   1659 
     17295278     ECG4   1659 
     17295279     ECG4   1659 
     17295280     ECG4   1659 
     17295281     ECG4   1659 
     17295282     ECG4   1659 
     17295283     ECG4   1659 
     17295284     ECG4   1659 
     17295285     ECG4   1659 
     17295286     ECG4   1659 
     17295287     ECG1   3767 
     17295288     ECG1   3767 
     17295289     ECG1   3767 
     17295290     ECG1   3767 
     17295291     ECG1   3767 
     17295292     ECG1   3767 
     17295293     ECG1   3767 
     17295294     ECG1   3767 
     17295295     ECG1   3767 
     17295296     ECG1   3767 
     17295297     ECG1   3767 
     17295298     ECG1   3767 
     17295299     ECG1   3767 
     17295300     ECG1   3767 
     17295301     ECG1   3767 
     17295302     ECG1   3767 
     17295303     ECG1   3767 
     17295304     ECG1   3767 
     17295305     ECG1   3767 
     17295306     ECG1   3767 
     17295307     ECG1   3767 
     17295308     ECG1   3767 
     17295309     ECG1   3767 
     17295310     ECG1   3767 
     17295311     ECG1   3767 
     17295312     ECG1   3767 
     17295313     ECG1   3767 
     17295314     ECG1   3767 
     17295315     ECG1   3767 
     17295316     ECG1   3767 
     17295317     ECG1   3767 
     17295318     ECG1   3767 
     17295319     ECG1   3767 
     17295320     ECG1   3767 
     17295321     ECG1   3767 
     17295322     ECG1   3767 
     17295323     ECG1   3767 
     17295324     ECG1   3767 
     17295325     ECG1   3767 
     17295326     ECG1   3767 
     17295287     ECG2    205 
     17295288     ECG2    205 
     17295289     ECG2    205 
     17295290     ECG2    205 
     17295291     ECG2    205 
     17295292     ECG2    205 
     17295293     ECG2    205 
     17295294     ECG2    205 
     17295295     ECG2    205 
     17295296     ECG2    205 
     17295297     ECG2    205 
     17295298     ECG2    205 
     17295299     ECG2    205 
     17295300     ECG2    205 
     17295301     ECG2    205 
     17295302     ECG2    205 
     17295303     ECG2    205 
     17295304     ECG2    205 
     17295305     ECG2    205 
     17295306     ECG2    205 
     17295307     ECG2    205 
     17295308     ECG2    205 
     17295309     ECG2    205 
     17295310     ECG2    205 
     17295311     ECG2    205 
     17295312     ECG2    205 
     17295313     ECG2    205 
     17295314     ECG2    205 
     17295315     ECG2    205 
     17295316     ECG2    205 
     17295317     ECG2    205 
     17295318     ECG2    205 
     17295319     ECG2    205 
     17295320     ECG2    205 
     17295321     ECG2    205 
     17295322     ECG2    205 
     17295323     ECG2    205 
     17295324     ECG2    205 
     17295325     ECG2    205 
     17295326     ECG2    205 
     17295287     ECG3   3759 
     17295288     ECG3   3759 
     17295289     ECG3   3759 
     17295290     ECG3   3759 
     17295291     ECG3   3759 
     17295292     ECG3   3759 
     17295293     ECG3   3759 
     17295294     ECG3   3759 
     17295295     ECG3   3759 
     17295296     ECG3   3759 
     17295297     ECG3   3759 
     17295298     ECG3   3759 
     17295299     ECG3   3759 
     17295300     ECG3   3759 
     17295301     ECG3   3759 
     17295302     ECG3   3759 
     17295303     ECG3   3759 
     17295304     ECG3   3759 
     17295305     ECG3   3759 
     17295306     ECG3   3759 
     17295307     ECG3   3759 
     17295308     ECG3   3759 
     17295309     ECG3   3759 
     17295310     ECG3   3759 
     17295311     ECG3   3759 
     17295312     ECG3   3759 
     17295313     ECG3   3759 
     17295314     ECG3   3759 
     17295315     ECG3   3759 
     17295316     ECG3   3759 
     17295317     ECG3   3759 
     17295318     ECG3   3759 
     17295319     ECG3   3759 
     17295320     ECG3   3759 
     17295321     ECG3   3759 
     17295322     ECG3   3759 
     17295323     ECG3   3759 
     17295324     ECG3   3759 
     17295325     ECG3   3759 
     17295326     ECG3   3759 
     17295287     ECG4   1659 
     17295288     ECG4   1659 
     17295289     ECG4   1659 
     17295290     ECG4   1659 
     17295291     ECG4   1659 
     17295292     ECG4   1659 
     17295293     ECG4   1659 
     17295294     ECG4   1659 
     17295295     ECG4   1659 
     17295296     ECG4   1659 
     17295297     ECG4   1659 
     17295298     ECG4   1659 
     17295299     ECG4   1659 
     17295300     ECG4   1659 
     17295301     ECG4   1659 
     17295302     ECG4   1659 
     17295303     ECG4   1659 
     17295304     ECG4   1659 
     17295305     ECG4   1659 
     17295306     ECG4   1659 
     17295307     ECG4   1659 
     17295308     ECG4   1659 
     17295309     ECG4   1659 
     17295310     ECG4   1659 
     17295311     ECG4   1659 
     17295312     ECG4   1659 
     17295313     ECG4   1659 
     17295314     ECG4   1659 
     17295315     ECG4   1659 
     17295316     ECG4   1659 
     17295317     ECG4   1659 
     17295318     ECG4   1659 
     17295319     ECG4   1659 
     17295320     ECG4   1659 
     17295321     ECG4   1659 
     17295322     ECG4   1659 
     17295323     ECG4   1659 
     17295324     ECG4   1659 
     17295325     ECG4   1659 
     17295326     ECG4   1659 
     17295327     ECG1   3767 
     17295328     ECG1   3767 
     17295329     ECG1   3767 
     17295330     ECG1   3767 
     17295331     ECG1   3767 
     17295332     ECG1   3767 
     17295333     ECG1   3767 
     17295334     ECG1   3767 
     17295335     ECG1   3767 
     17295336     ECG1   3767 
     17295337     ECG1   3767 
     17295338     ECG1   3767 
     17295339     ECG1   3767 
     17295340     ECG1   3767 
     17295341     ECG1   3767 
     17295342     ECG1   3767 
     17295343     ECG1   3767 
     17295344     ECG1   3767 
     17295345     ECG1   3767 
     17295346     ECG1   3767 
     17295347     ECG1   3767 
     17295348     ECG1   3767 
     17295349     ECG1   3767 
     17295350     ECG1   3767 
     17295351     ECG1   3767 
     17295352     ECG1   3767 
     17295353     ECG1   3767 
     17295354     ECG1   3767 
     17295355     ECG1   3767 
     17295356     ECG1   3767 
     17295357     ECG1   3767 
     17295358     ECG1   3767 
     17295359     ECG1   3767 
     17295360     ECG1   3767 
     17295361     ECG1   3767 
     17295362     ECG1   3767 
     17295363     ECG1   3767 
     17295364     ECG1   3767 
     17295365     ECG1   3767 
     17295366     ECG1   3767 
     17295327     ECG2    205 
     17295328     ECG2    205 
     17295329     ECG2    205 
     17295330     ECG2    205 
     17295331     ECG2    205 
     17295332     ECG2    205 
     17295333     ECG2    205 
     17295334     ECG2    205 
     17295335     ECG2    205 
     17295336     ECG2    205 
     17295337     ECG2    205 
     17295338     ECG2    205 
     17295339     ECG2    205 
     17295340     ECG2    205 
     17295341     ECG2    205 
     17295342     ECG2    205 
     17295343     ECG2    205 
     17295344     ECG2    205 
     17295345     ECG2    205 
     17295346     ECG2    205 
     17295347     ECG2    205 
     17295348     ECG2    205 
     17295349     ECG2    205 
     17295350     ECG2    205 
     17295351     ECG2    205 
     17295352     ECG2    205 
     17295353     ECG2    205 
     17295354     ECG2    205 
     17295355     ECG2    205 
     17295356     ECG2    205 
     17295357     ECG2    205 
     17295358     ECG2    205 
     17295359     ECG2    205 
     17295360     ECG2    205 
     17295361     ECG2    205 
     17295362     ECG2    205 
     17295363     ECG2    205 
     17295364     ECG2    205 
     17295365     ECG2    205 
     17295366     ECG2    205 
     17295327     ECG3   3759 
     17295328     ECG3   3759 
     17295329     ECG3   3759 
     17295330     ECG3   3759 
     17295331     ECG3   3759 
     17295332     ECG3   3759 
     17295333     ECG3   3759 
     17295334     ECG3   3759 
     17295335     ECG3   3759 
     17295336     ECG3   3759 
     17295337     ECG3   3759 
     17295338     ECG3   3759 
     17295339     ECG3   3759 
     17295340     ECG3   3759 
     17295341     ECG3   3759 
     17295342     ECG3   3759 
     17295343     ECG3   3759 
     17295344     ECG3   3759 
     17295345     ECG3   3759 
     17295346     ECG3   3759 
     17295347     ECG3   3759 
     17295348     ECG3   3759 
     17295349     ECG3   3759 
     17295350     ECG3   3759 
     17295351     ECG3   3759 
     17295352     ECG3   3759 
     17295353     ECG3   3759 
     17295354     ECG3   3759 
     17295355     ECG3   3759 
     17295356     ECG3   3759 
     17295357     ECG3   3759 
     17295358     ECG3   3759 
     17295359     ECG3   3759 
     17295360     ECG3   3759 
     17295361     ECG3   3759 
     17295362     ECG3   3759 
     17295363     ECG3   3759 
     17295364     ECG3   3759 
     17295365     ECG3   3759 
     17295366     ECG3   3759 
     17295327     ECG4   1659 
     17295328     ECG4   1659 
     17295329     ECG4   1659 
     17295330     ECG4   1659 
     17295331     ECG4   1659 
     17295332     ECG4   1659 
     17295333     ECG4   1659 
     17295334     ECG4   1659 
     17295335     ECG4   1659 
     17295336     ECG4   1659 
     17295337     ECG4   1659 
     17295338     ECG4   1659 
     17295339     ECG4   1659 
     17295340     ECG4   1659 
     17295341     ECG4   1659 
     17295342     ECG4   1659 
     17295343     ECG4   1659 
     17295344     ECG4   1659 
     17295345     ECG4   1659 
     17295346     ECG4   1659 
     17295347     ECG4   1659 
     17295348     ECG4   1659 
     17295349     ECG4   1659 
     17295350     ECG4   1659 
     17295351     ECG4   1659 
     17295352     ECG4   1659 
     17295353     ECG4   1659 
     17295354     ECG4   1659 
     17295355     ECG4   1659 
     17295356     ECG4   1659 
     17295357     ECG4   1659 
     17295358     ECG4   1659 
     17295359     ECG4   1659 
     17295360     ECG4   1659 
     17295361     ECG4   1659 
     17295362     ECG4   1659 
     17295363     ECG4   1659 
     17295364     ECG4   1659 
     17295365     ECG4   1659 
     17295366     ECG4   1659 
     17295367     ECG1   3767 
     17295368     ECG1   3767 
     17295369     ECG1   3767 
     17295370     ECG1   3767 
     17295371     ECG1   3767 
     17295372     ECG1   3767 
     17295373     ECG1   3767 
     17295374     ECG1   3767 
     17295375     ECG1   3767 
     17295376     ECG1   3767 
     17295377     ECG1   3767 
     17295378     ECG1   3767 
     17295379     ECG1   3767 
     17295380     ECG1   3767 
     17295381     ECG1   3767 
     17295382     ECG1   3767 
     17295383     ECG1   3767 
     17295384     ECG1   3767 
     17295385     ECG1   3767 
     17295386     ECG1   3767 
     17295387     ECG1   3767 
     17295388     ECG1   3767 
     17295389     ECG1   3767 
     17295390     ECG1   3767 
     17295391     ECG1   3767 
     17295392     ECG1   3767 
     17295393     ECG1   3767 
     17295394     ECG1   3767 
     17295395     ECG1   3767 
     17295396     ECG1   3767 
     17295397     ECG1   3767 
